ID,age,job_id,id_marital,id_education,default,balance,housing,loan,id_contact,day,month,duration,campaign,pdays,previous,id_poutcome,target
3315,35,5,M,T,no,980,no,no,C,2,aug,428,2,336,6,F,no
3316,33,8,M,T,no,79,yes,no,C,22,oct,249,2,335,2,F,yes
3317,60,8,M,S,no,3043,no,no,C,19,aug,235,3,-1,0,U,no
3318,25,3,S,T,no,808,no,no,C,18,sep,267,2,114,2,F,yes
3319,69,11,M,S,no,745,no,no,T,9,sep,595,1,-1,0,U,no
3320,41,9,M,S,no,1309,no,no,U,20,jun,28,4,-1,0,U,no
3321,48,3,S,S,no,290,yes,no,C,21,jul,257,2,-1,0,U,no
3322,35,4,D,P,no,1792,yes,no,C,31,jul,630,6,-1,0,U,yes
3323,30,4,S,S,no,178,yes,no,U,20,may,747,5,-1,0,U,no
3324,59,3,M,T,no,0,no,no,C,27,aug,87,4,-1,0,U,no
3325,32,3,S,T,no,537,no,no,U,29,may,187,3,-1,0,U,no
3326,28,4,S,S,no,416,yes,no,U,13,may,452,2,-1,0,U,no
3327,60,4,M,P,no,1472,no,no,U,20,jun,36,4,-1,0,U,no
3328,36,3,M,P,no,3953,yes,no,C,19,nov,277,1,-1,0,U,no
3329,32,3,S,T,no,112,yes,no,C,5,may,118,1,-1,0,U,no
3330,34,3,D,T,no,13204,yes,yes,C,20,nov,197,2,-1,0,U,no
3331,58,4,M,S,no,0,no,yes,C,14,apr,101,5,-1,0,U,no
3332,53,3,M,U,no,2240,yes,no,C,2,jun,282,2,385,1,S,yes
3333,31,3,M,T,no,22546,yes,no,C,14,may,8,6,267,4,F,no
3334,33,8,M,S,no,0,yes,no,T,17,jul,1448,7,-1,0,U,yes
3335,46,1,D,P,no,23,no,no,C,21,nov,344,1,-1,0,U,no
3336,29,4,M,S,no,228,yes,no,C,11,may,12,8,342,9,F,no
3337,37,5,M,S,no,215,yes,no,U,6,jun,61,1,-1,0,U,no
3338,58,4,M,P,no,23,yes,no,U,20,may,91,6,-1,0,U,no
3339,34,3,M,S,no,293,yes,no,U,21,may,162,3,-1,0,U,no
3340,34,4,D,S,no,0,no,yes,U,21,may,339,1,-1,0,U,no
3341,49,7,M,P,no,199,no,no,U,13,may,113,2,-1,0,U,no
3342,53,8,M,S,no,459,no,no,C,5,apr,558,1,-1,0,U,yes
3343,42,1,M,S,no,8131,yes,no,U,30,may,69,1,-1,0,U,no
3344,40,2,M,S,no,-378,yes,yes,C,13,may,541,1,295,6,F,no
3345,30,4,S,P,no,395,no,no,C,21,nov,429,1,-1,0,U,no
3346,31,6,D,S,no,10787,yes,no,U,4,jun,135,2,-1,0,U,no
3347,55,8,M,S,no,865,yes,no,C,27,oct,96,1,111,3,F,no
3348,36,3,M,T,no,340,yes,no,C,20,apr,68,2,-1,0,U,no
3349,31,4,S,S,no,1882,no,no,C,7,may,529,2,-1,0,U,no
3350,26,3,M,T,no,265,no,no,C,30,jan,650,2,-1,0,U,no
3351,31,8,M,S,no,389,yes,no,C,7,dec,69,1,185,2,F,no
3352,49,8,M,S,no,0,yes,yes,C,29,jul,71,7,-1,0,U,no
3353,54,3,M,T,no,384,yes,no,C,12,may,30,7,-1,0,U,no
3354,47,3,D,T,no,94,yes,no,C,31,jul,9,19,-1,0,U,no
3355,61,3,M,S,no,1471,no,no,C,12,aug,331,2,-1,0,U,no
3356,49,4,M,P,no,937,yes,no,U,12,jun,66,1,-1,0,U,no
3357,51,6,M,S,no,500,yes,no,C,20,nov,26,6,-1,0,U,no
3358,53,4,M,P,no,25,yes,no,U,6,may,266,3,-1,0,U,no
3359,35,3,M,T,no,365,no,no,C,21,nov,168,2,-1,0,U,no
3360,25,1,S,S,no,34,no,yes,U,4,jul,316,1,-1,0,U,no
3361,79,11,M,P,no,429,no,no,T,8,jul,1006,2,-1,0,U,yes
3362,53,6,M,P,no,6839,yes,no,C,19,nov,77,1,-1,0,U,no
3363,21,9,S,S,no,6,no,no,U,9,may,622,1,-1,0,U,no
3364,33,4,M,S,no,467,yes,no,U,21,may,494,2,-1,0,U,no
3365,40,5,D,S,no,1876,no,yes,U,20,jun,269,1,-1,0,U,no
3366,34,7,M,S,no,1847,yes,no,C,9,apr,543,3,321,6,F,no
3367,52,12,M,P,no,247,no,no,C,29,jul,268,6,-1,0,U,no
3368,27,8,M,S,no,897,no,no,C,5,jun,397,1,-1,0,U,yes
3369,57,2,D,S,no,4664,no,no,C,21,nov,22,4,114,1,F,no
3370,51,5,D,S,no,1291,yes,no,U,3,jun,51,2,-1,0,U,no
3371,31,9,S,T,no,64,no,no,C,15,sep,208,1,105,2,S,no
3372,49,1,M,T,no,-471,yes,no,C,20,nov,77,3,185,7,F,no
3373,32,3,S,T,no,1160,yes,yes,U,11,jun,450,2,-1,0,U,no
3374,28,8,S,T,no,14,no,no,C,1,jun,201,1,-1,0,U,no
3375,33,4,M,S,no,26,yes,no,C,17,apr,342,3,332,1,O,no
3376,50,4,M,U,no,452,no,no,C,20,aug,181,2,-1,0,U,no
3377,42,4,S,S,no,382,yes,no,C,13,may,294,1,-1,0,U,no
3378,45,8,M,U,no,2033,no,no,C,30,nov,123,1,186,4,F,no
3379,34,1,M,S,no,0,yes,no,C,13,may,172,1,-1,0,U,no
3380,56,8,D,U,no,789,yes,no,C,8,may,1022,1,360,2,F,no
3381,33,4,S,S,no,142,yes,no,C,14,may,123,1,360,3,O,no
3382,34,8,M,S,no,645,yes,no,U,19,may,420,1,-1,0,U,no
3383,37,4,M,U,no,897,yes,no,C,13,apr,119,2,280,2,F,no
3384,37,4,M,S,no,103,yes,no,C,12,may,153,1,-1,0,U,no
3385,35,8,S,S,no,847,yes,no,C,11,may,85,2,-1,0,U,no
3386,38,12,S,T,no,0,no,no,C,11,sep,260,3,95,3,S,yes
3387,32,4,M,S,no,517,yes,no,U,5,may,528,1,-1,0,U,no
3388,52,6,S,T,no,1308,yes,no,U,29,may,361,1,-1,0,U,no
3389,49,2,M,S,no,66,yes,yes,C,21,nov,59,4,-1,0,U,no
3390,46,3,D,S,no,361,yes,no,U,19,may,86,7,-1,0,U,no
3391,42,7,M,P,yes,66,yes,yes,C,6,feb,139,1,-1,0,U,no
3392,36,4,M,U,no,70,yes,no,U,8,may,219,4,-1,0,U,no
3393,32,2,M,S,no,180,yes,no,T,15,may,45,2,-1,0,U,no
3394,49,6,M,T,no,279,yes,no,U,19,may,168,4,-1,0,U,no
3395,46,2,M,S,no,4,no,no,C,30,apr,268,1,261,5,O,yes
3396,40,7,M,S,no,1416,yes,no,U,14,may,210,2,-1,0,U,no
3397,36,8,M,S,no,465,yes,no,U,20,may,160,1,-1,0,U,no
3398,36,8,M,S,no,998,yes,no,U,14,may,1044,2,-1,0,U,no
3399,34,6,M,S,no,550,no,yes,C,9,jul,601,1,-1,0,U,no
3400,46,3,M,T,no,1285,yes,no,U,27,may,89,1,-1,0,U,no
3401,32,2,M,T,no,4908,no,yes,C,13,may,491,2,-1,0,U,no
3402,32,1,S,T,no,336,yes,no,U,8,may,139,1,-1,0,U,no
3403,32,3,S,T,no,131,no,no,U,3,jun,267,3,-1,0,U,no
3404,43,3,M,T,no,348,no,yes,C,15,jul,88,3,-1,0,U,no
3405,25,5,S,T,no,453,yes,no,C,17,jul,134,1,-1,0,U,no
3406,55,8,M,S,no,1102,yes,no,U,15,may,126,2,-1,0,U,no
3407,24,8,S,S,no,926,yes,yes,C,15,may,191,1,-1,0,U,no
3408,40,3,D,T,no,502,yes,no,C,3,feb,267,4,270,3,O,no
3409,38,3,S,T,no,8669,yes,no,T,20,apr,5,3,150,6,F,no
3410,48,4,S,P,no,316,no,no,U,5,jun,560,2,-1,0,U,no
3411,36,3,M,T,no,9324,yes,no,C,30,mar,138,8,-1,0,U,no
3412,57,3,M,T,no,0,no,no,C,19,aug,188,4,-1,0,U,no
3413,45,8,M,S,no,72,yes,yes,C,15,may,262,2,352,2,F,no
3414,33,5,S,T,no,61,no,no,C,19,aug,836,3,-1,0,U,yes
3415,38,6,S,S,no,173,no,no,C,29,aug,150,4,-1,0,U,no
3416,26,2,S,S,yes,-162,yes,no,C,15,may,44,2,-1,0,U,no
3417,30,3,S,T,no,47,no,yes,C,31,jul,11,17,-1,0,U,no
3418,55,2,D,T,no,1983,yes,no,T,19,nov,123,1,-1,0,U,no
3419,34,4,M,S,no,326,yes,yes,U,15,may,150,2,-1,0,U,no
3420,60,8,M,S,no,2552,no,yes,C,30,jan,255,2,2,4,O,no
3421,36,3,S,T,no,1283,no,no,C,18,aug,92,5,-1,0,U,no
3422,65,10,M,P,no,2179,yes,no,C,4,sep,112,7,-1,0,U,no
3423,39,5,M,T,no,1047,no,no,U,6,jun,554,1,-1,0,U,yes
3424,52,4,M,P,no,36,no,no,C,13,aug,109,2,-1,0,U,no
3425,55,6,M,S,yes,-308,no,no,C,2,feb,781,1,-1,0,U,yes
3426,26,3,S,T,no,1177,no,no,C,19,oct,116,1,-1,0,U,no
3427,40,5,M,P,no,2077,yes,no,C,13,may,363,1,173,24,O,no
3428,52,7,M,S,no,0,no,no,C,7,aug,82,2,-1,0,U,no
3429,29,5,M,T,no,1,no,no,C,18,jul,167,3,-1,0,U,no
3430,41,4,M,P,no,7735,yes,no,C,20,nov,220,1,190,1,F,no
3431,30,6,S,T,no,1922,yes,no,C,18,may,546,1,-1,0,U,no
3432,28,9,S,S,no,153,no,no,C,23,jul,1124,2,-1,0,U,yes
3433,26,4,M,S,no,2770,yes,no,U,8,may,141,1,-1,0,U,no
3434,58,3,M,S,no,139,no,no,C,27,may,188,1,161,2,O,no
3435,29,3,S,T,no,21,yes,no,C,14,may,107,4,371,3,F,no
3436,48,6,M,S,no,178,yes,no,U,17,jun,320,4,-1,0,U,no
3437,35,4,M,S,no,444,yes,no,C,15,apr,244,3,-1,0,U,no
3438,26,2,S,S,no,209,yes,no,C,22,jul,319,2,-1,0,U,no
3439,49,4,M,U,no,3096,no,no,U,16,jun,147,2,-1,0,U,no
3440,34,8,M,S,no,5320,no,no,C,3,mar,114,6,467,5,O,no
3441,32,2,M,S,no,4885,yes,yes,C,18,nov,400,2,-1,0,U,no
3442,31,8,M,S,no,0,yes,yes,C,18,nov,79,3,-1,0,U,no
3443,48,1,M,P,no,5462,no,no,U,6,jun,29,4,-1,0,U,no
3444,40,4,M,S,no,6767,yes,no,C,20,nov,97,2,-1,0,U,no
3445,42,6,D,S,no,2974,yes,no,U,21,may,187,5,-1,0,U,no
3446,48,6,M,S,no,427,no,no,U,14,may,201,1,-1,0,U,no
3447,38,2,M,S,no,8876,no,no,C,2,feb,280,1,75,1,F,no
3448,53,3,M,T,no,146,no,no,U,30,may,150,1,-1,0,U,no
3449,59,11,D,S,no,319,no,no,C,24,jul,129,1,-1,0,U,no
3450,28,1,S,S,no,304,no,no,C,14,jun,516,1,-1,0,U,no
3451,41,4,M,P,no,389,yes,no,U,16,jun,127,2,-1,0,U,no
3452,50,3,S,P,no,766,no,no,U,17,jun,174,2,-1,0,U,no
3453,31,8,M,S,no,0,yes,no,C,29,jul,82,5,-1,0,U,no
3454,30,6,S,S,no,3107,yes,no,U,3,jun,1516,2,-1,0,U,no
3455,59,8,D,S,no,174,yes,no,U,16,may,204,1,-1,0,U,no
3456,33,6,D,S,yes,-305,no,yes,U,9,may,109,1,-1,0,U,no
3457,35,5,M,S,no,670,no,no,C,9,jul,378,1,-1,0,U,no
3458,30,3,S,T,no,6164,yes,no,U,27,may,152,11,-1,0,U,no
3459,71,11,M,S,no,2850,no,no,C,17,feb,185,1,-1,0,U,yes
3460,30,2,S,P,no,79,yes,no,C,15,may,317,1,-1,0,U,no
3461,24,2,M,S,yes,110,yes,no,U,23,may,27,1,-1,0,U,no
3462,34,6,S,S,no,5039,no,no,C,20,nov,205,6,-1,0,U,no
3463,34,4,M,S,no,360,yes,no,T,19,nov,46,1,182,2,F,no
3464,52,8,M,S,no,199,no,no,C,28,jan,978,2,189,1,O,no
3465,33,5,S,S,no,238,yes,yes,C,5,feb,45,5,-1,0,U,no
3466,38,4,M,S,no,5092,yes,no,U,17,jun,145,6,-1,0,U,no
3467,41,8,D,S,no,1088,yes,no,C,28,jan,138,1,-1,0,U,no
3468,42,3,D,T,no,221,yes,no,U,7,may,720,2,-1,0,U,no
3469,38,4,D,S,no,889,no,yes,U,18,jun,362,1,-1,0,U,no
3470,48,4,M,P,no,750,yes,no,C,18,may,90,6,-1,0,U,no
3471,34,6,S,S,no,0,yes,yes,U,16,may,214,1,-1,0,U,no
3472,46,4,M,P,no,1291,yes,no,C,14,may,142,3,259,17,F,no
3473,33,6,M,S,no,1844,yes,no,U,29,may,241,3,-1,0,U,no
3474,40,3,M,T,no,89,yes,yes,T,9,feb,148,6,-1,0,U,no
3475,36,8,M,S,no,4280,no,no,U,19,jun,227,6,-1,0,U,no
3476,32,6,S,S,no,0,no,no,C,21,aug,126,2,-1,0,U,no
3477,33,4,M,S,no,625,yes,no,U,28,may,410,1,-1,0,U,no
3478,55,6,M,U,no,574,yes,no,C,29,jan,243,2,-1,0,U,no
3479,58,3,M,P,no,320,yes,no,U,30,may,171,2,-1,0,U,no
3480,25,6,S,T,no,468,yes,no,U,15,may,147,1,-1,0,U,no
3481,47,2,M,S,no,440,yes,no,U,12,jun,91,1,-1,0,U,no
3482,40,1,M,S,no,0,yes,no,C,19,nov,332,1,183,1,F,no
3483,59,11,M,S,no,5706,yes,no,C,25,jul,471,2,-1,0,U,no
3484,40,3,M,T,no,7780,no,no,T,4,may,364,1,355,1,O,no
3485,30,3,M,S,no,-559,yes,yes,C,7,may,98,1,167,2,F,no
3486,25,7,S,T,no,16874,yes,yes,C,15,may,117,2,-1,0,U,no
3487,58,11,M,P,no,1987,no,no,T,14,jul,185,4,-1,0,U,no
3488,39,7,M,U,no,98,yes,no,T,15,may,59,3,367,1,O,no
3489,40,5,M,T,no,642,no,no,C,18,nov,147,3,-1,0,U,no
3490,38,4,M,S,no,526,yes,yes,U,23,may,553,2,-1,0,U,no
3491,66,3,S,T,no,6483,no,no,C,13,aug,275,1,-1,0,U,no
3492,47,3,M,T,no,2306,no,no,T,6,aug,239,4,-1,0,U,yes
3493,37,4,M,S,no,954,yes,no,U,2,jun,402,9,-1,0,U,no
3494,36,3,S,T,no,-679,yes,yes,C,7,may,172,1,93,1,F,no
3495,50,4,M,P,no,-1,no,no,C,19,aug,195,2,-1,0,U,no
3496,76,11,M,P,no,2590,no,no,T,9,feb,68,12,-1,0,U,no
3497,58,3,S,T,no,331,no,yes,C,28,jul,82,3,-1,0,U,no
3498,42,8,M,S,no,4209,yes,no,U,5,jun,57,6,-1,0,U,no
3499,58,2,D,S,no,462,no,no,C,13,nov,495,1,93,1,S,yes
3500,28,5,S,T,no,0,yes,no,C,21,jul,479,1,-1,0,U,no
3501,41,6,M,S,no,0,no,no,C,29,aug,141,2,-1,0,U,no
3502,30,3,M,T,no,151,no,no,C,19,aug,82,4,-1,0,U,no
3503,32,3,D,T,no,883,yes,no,C,10,dec,798,1,185,5,O,yes
3504,27,2,S,S,no,266,no,yes,C,7,jul,232,1,-1,0,U,no
3505,48,3,M,T,no,0,no,no,C,26,aug,60,5,-1,0,U,no
3506,36,6,M,T,no,491,yes,no,U,8,may,103,3,-1,0,U,no
3507,54,3,M,T,no,3,no,yes,C,8,jul,443,1,-1,0,U,no
3508,36,4,M,S,no,198,yes,no,U,9,may,400,2,-1,0,U,no
3509,52,10,M,S,no,14363,no,no,U,5,jun,132,1,-1,0,U,no
3510,34,6,D,S,no,0,yes,yes,C,18,aug,374,16,-1,0,U,no
3511,43,6,M,S,no,136,no,no,C,25,aug,363,7,-1,0,U,yes
3512,32,3,S,T,no,28,no,no,C,8,aug,111,2,-1,0,U,no
3513,33,3,S,T,no,335,no,no,C,29,aug,130,4,-1,0,U,no
3514,51,10,M,U,no,174,no,no,T,29,jul,308,3,-1,0,U,no
3515,39,1,M,S,no,270,yes,no,U,3,jun,116,1,-1,0,U,no
3516,44,3,S,T,no,1206,no,no,C,9,jul,160,2,-1,0,U,no
3517,49,10,D,P,no,198,yes,no,U,13,may,205,3,-1,0,U,no
3518,25,6,M,T,no,914,yes,no,C,12,may,185,2,-1,0,U,no
3519,39,5,M,S,no,31,yes,no,C,20,nov,61,2,181,4,F,no
3520,54,6,M,S,no,0,no,no,T,14,aug,159,2,106,6,S,no
3521,32,3,S,T,no,347,yes,no,C,18,may,213,1,264,6,F,no
3522,36,3,M,T,no,860,yes,no,U,20,may,294,15,-1,0,U,no
3523,54,6,M,S,no,89,yes,no,C,10,jul,140,3,-1,0,U,no
3524,31,6,M,S,no,0,yes,yes,C,28,jan,71,1,223,9,O,no
3525,45,2,M,S,no,0,no,yes,C,8,jul,47,7,-1,0,U,no
3526,31,8,S,S,no,68,yes,no,C,16,apr,570,2,-1,0,U,no
3527,45,6,M,S,no,-149,yes,no,C,14,jul,287,2,-1,0,U,no
3528,33,2,D,S,no,2411,yes,no,C,23,oct,130,1,161,1,F,yes
3529,46,3,D,T,no,225,yes,no,C,14,may,201,1,345,1,O,no
3530,43,12,S,T,no,2731,no,no,C,21,nov,11,7,-1,0,U,no
3531,50,3,M,T,no,112,yes,no,C,4,nov,70,5,85,5,O,no
3532,44,3,D,T,no,0,no,no,C,22,aug,54,2,-1,0,U,no
3533,42,2,M,S,no,3620,yes,no,U,27,may,22,16,-1,0,U,no
3534,26,4,S,S,no,179,no,no,C,30,jul,103,3,-1,0,U,no
3535,47,8,S,S,no,1544,yes,no,C,6,apr,104,1,312,1,F,no
3536,48,4,M,P,no,199,no,no,T,18,aug,29,2,-1,0,U,no
3537,60,4,M,U,no,231,yes,no,U,12,may,57,2,-1,0,U,no
3538,27,8,D,S,no,76,yes,no,U,4,jun,236,1,-1,0,U,no
3539,30,1,S,T,no,302,no,no,C,11,feb,528,3,-1,0,U,yes
3540,28,8,S,S,no,189,yes,no,C,31,jul,68,2,-1,0,U,no
3541,58,11,M,P,no,565,no,no,T,7,jul,876,1,-1,0,U,yes
3542,37,7,M,T,no,310,no,no,C,1,sep,76,1,-1,0,U,no
3543,36,2,M,S,no,1746,yes,no,U,26,may,99,1,-1,0,U,no
3544,39,6,M,S,no,6,yes,no,C,18,may,122,3,357,4,F,no
3545,52,1,M,P,no,-110,no,yes,C,29,jan,141,1,-1,0,U,no
3546,55,11,M,S,no,2749,yes,yes,U,29,may,58,2,-1,0,U,no
3547,30,3,S,T,no,6495,no,no,C,30,mar,78,3,-1,0,U,no
3548,36,4,S,S,no,35,yes,no,U,3,jun,435,3,-1,0,U,no
3549,39,8,M,S,no,-650,no,no,C,15,may,123,2,364,1,F,no
3550,47,4,M,P,no,292,no,yes,T,28,jul,210,3,-1,0,U,no
3551,42,10,S,P,no,5774,yes,no,U,15,may,54,2,-1,0,U,no
3552,42,3,M,S,no,2416,yes,no,U,20,may,138,4,-1,0,U,no
3553,58,11,M,S,no,35,no,no,C,29,jul,336,7,-1,0,U,no
3554,68,11,M,S,no,19317,yes,no,C,4,aug,249,1,-1,0,U,yes
3555,43,6,M,S,no,50,no,no,U,28,may,63,1,-1,0,U,no
3556,44,4,M,S,no,-674,yes,no,U,5,may,257,1,-1,0,U,no
3557,49,6,M,T,no,3726,no,no,C,5,aug,875,2,-1,0,U,yes
3558,57,11,M,T,no,1180,yes,yes,U,14,may,191,2,-1,0,U,no
3559,61,5,D,T,no,6610,no,no,C,24,feb,481,2,-1,0,U,yes
3560,36,8,S,S,no,319,yes,no,C,18,may,120,2,-1,0,U,no
3561,31,4,M,S,no,1545,yes,yes,C,13,may,207,1,-1,0,U,no
3562,51,6,M,T,no,1315,no,no,T,5,jun,303,2,-1,0,U,no
3563,31,6,S,T,no,424,no,no,C,21,aug,93,2,-1,0,U,no
3564,56,4,M,P,no,151,no,no,C,3,feb,128,1,-1,0,U,no
3565,30,6,S,T,no,-970,no,yes,C,21,aug,194,2,-1,0,U,no
3566,38,2,M,S,no,-762,yes,yes,U,30,may,408,2,-1,0,U,no
3567,35,2,M,S,no,181,yes,no,C,31,jul,5,3,-1,0,U,no
3568,31,4,M,U,no,-120,yes,no,C,17,jul,231,2,-1,0,U,no
3569,39,8,D,S,no,1022,yes,no,U,20,jun,20,3,-1,0,U,no
3570,50,3,M,T,no,78,yes,no,C,14,jan,218,3,161,9,O,no
3571,39,6,M,T,no,209,no,no,U,23,jul,36,2,-1,0,U,no
3572,26,8,M,S,no,2469,no,no,C,16,jul,136,8,-1,0,U,no
3573,55,6,M,S,no,0,no,no,C,19,nov,336,1,-1,0,U,no
3574,43,4,D,P,no,328,no,yes,C,8,jul,192,1,-1,0,U,no
3575,34,10,M,T,no,0,no,no,C,26,may,141,1,188,1,F,no
3576,51,5,M,P,no,307,yes,yes,U,17,jun,65,2,-1,0,U,no
3577,31,3,M,T,no,1384,yes,no,C,30,jan,203,2,2,3,O,no
3578,32,3,M,T,no,0,no,no,C,26,aug,104,9,-1,0,U,no
3579,53,6,M,S,no,719,yes,no,U,14,may,230,1,-1,0,U,no
3580,44,3,D,T,no,0,no,no,C,10,aug,71,1,-1,0,U,no
3581,38,7,M,T,no,6704,yes,no,U,21,may,205,2,-1,0,U,no
3582,47,5,M,T,no,4543,yes,no,U,14,may,162,1,-1,0,U,no
3583,36,3,M,T,no,0,yes,no,U,27,may,145,2,-1,0,U,no
3584,30,3,S,T,no,149,yes,no,U,3,jun,220,2,-1,0,U,no
3585,46,4,M,S,no,-1400,yes,no,T,6,may,309,3,355,4,F,no
3586,33,7,M,S,no,-118,yes,yes,U,27,may,421,3,-1,0,U,no
3587,43,4,M,S,no,2160,no,no,C,8,sep,261,1,98,1,S,yes
3588,38,3,M,T,no,3452,no,no,C,13,aug,132,2,-1,0,U,no
3589,27,6,S,S,no,842,no,no,C,30,jul,273,1,91,1,O,no
3590,38,3,M,U,no,3576,no,no,C,25,nov,349,2,183,1,S,yes
3591,41,1,M,T,no,1666,no,no,U,9,jun,291,3,-1,0,U,no
3592,29,6,M,S,no,0,yes,no,C,28,jul,83,6,-1,0,U,no
3593,39,2,M,S,no,0,yes,no,U,20,may,793,2,-1,0,U,no
3594,42,4,S,P,no,1628,yes,no,C,5,feb,119,1,195,8,S,no
3595,47,2,M,S,no,51,yes,yes,U,16,may,312,1,-1,0,U,no
3596,30,4,S,S,yes,447,no,no,U,14,may,103,6,-1,0,U,no
3597,34,8,M,S,no,396,yes,no,C,16,jul,101,3,-1,0,U,no
3598,45,10,M,P,no,4994,no,no,U,20,jun,48,1,-1,0,U,no
3599,43,8,M,S,no,3215,yes,no,C,21,jul,228,3,-1,0,U,no
3600,59,4,M,P,no,2814,no,no,U,20,jun,81,3,-1,0,U,no
3601,50,6,M,S,no,0,no,no,C,7,jul,152,2,-1,0,U,no
3602,39,4,M,S,no,293,yes,no,U,23,may,160,3,-1,0,U,no
3603,36,6,M,S,no,474,yes,no,U,27,may,59,1,-1,0,U,no
3604,44,4,M,S,no,16178,yes,no,C,21,nov,297,1,-1,0,U,no
3605,36,6,M,T,no,0,no,no,C,22,aug,147,2,-1,0,U,no
3606,27,3,S,T,no,88,no,no,C,4,may,143,1,-1,0,U,no
3607,29,2,M,S,no,308,yes,no,U,28,may,75,1,-1,0,U,no
3608,70,11,M,S,no,1164,no,no,T,14,may,338,3,185,2,F,no
3609,44,3,M,T,no,13893,no,no,U,11,jun,29,2,-1,0,U,no
3610,55,3,M,T,no,0,yes,no,U,14,may,159,2,-1,0,U,no
3611,36,6,D,S,no,-435,yes,no,U,2,jun,85,8,-1,0,U,no
3612,28,6,S,S,no,389,yes,no,C,11,may,15,7,-1,0,U,no
3613,50,3,D,T,no,356,no,no,C,8,may,198,2,358,5,O,no
3614,49,6,M,S,no,2718,no,no,U,19,may,114,2,-1,0,U,no
3615,71,11,D,T,no,261,no,no,C,12,aug,1117,2,-1,0,U,no
3616,31,8,S,S,no,757,no,no,C,3,feb,343,2,-1,0,U,no
3617,45,3,S,T,no,16,no,no,C,31,jul,59,2,-1,0,U,no
3618,42,4,M,S,no,-422,no,no,C,9,jul,31,1,-1,0,U,no
3619,45,8,M,S,no,248,no,no,C,16,jul,212,2,-1,0,U,no
3620,47,6,M,P,no,145,yes,no,U,7,may,157,6,-1,0,U,no
3621,60,11,D,S,no,598,no,yes,C,8,jul,96,1,-1,0,U,no
3622,35,3,M,T,no,949,yes,no,U,27,may,245,2,-1,0,U,no
3623,31,6,S,T,no,614,no,no,C,11,aug,72,4,-1,0,U,no
3624,33,4,M,P,no,1209,yes,no,C,16,apr,700,1,-1,0,U,no
3625,50,5,M,T,no,202,yes,no,C,15,apr,107,1,148,4,F,no
3626,51,4,M,S,no,1840,yes,no,C,18,aug,312,3,-1,0,U,no
3627,34,6,M,S,no,114,yes,yes,C,4,jun,153,1,309,3,O,no
3628,56,2,M,S,no,-229,no,yes,C,23,jul,55,10,-1,0,U,no
3629,29,2,M,S,no,182,yes,no,T,13,may,38,3,-1,0,U,no
3630,31,4,M,S,no,401,no,no,C,14,aug,96,3,-1,0,U,no
3631,44,6,D,U,no,759,yes,no,U,23,may,397,1,-1,0,U,no
3632,55,11,M,S,no,4194,no,yes,T,30,jul,208,3,-1,0,U,no
3633,35,9,S,U,no,0,no,no,T,28,jan,122,3,-1,0,U,no
3634,36,6,M,T,no,629,yes,yes,C,29,dec,109,1,246,1,F,no
3635,54,11,M,S,no,153,yes,yes,U,26,may,74,1,-1,0,U,no
3636,32,3,M,T,no,553,yes,no,C,22,jul,72,1,-1,0,U,no
3637,36,3,D,T,no,1057,no,no,C,5,feb,383,2,-1,0,U,no
3638,60,11,M,S,no,78,yes,no,U,12,may,113,3,-1,0,U,no
3639,32,6,S,S,no,-28,no,yes,U,4,jul,400,1,-1,0,U,no
3640,57,3,M,T,no,929,no,no,C,19,aug,387,8,-1,0,U,no
3641,34,4,M,P,no,428,yes,no,C,18,may,59,2,-1,0,U,no
3642,27,9,S,S,no,268,yes,no,C,13,may,528,1,358,2,F,no
3643,52,3,S,T,no,83,no,no,C,26,aug,1223,6,-1,0,U,yes
3644,45,8,D,U,no,998,yes,no,T,30,jul,38,2,-1,0,U,no
3645,58,8,S,S,no,2223,no,no,C,4,dec,1139,2,114,1,S,no
3646,39,4,S,P,no,6,yes,no,C,19,nov,286,2,-1,0,U,no
3647,48,4,S,S,no,312,yes,yes,C,3,feb,369,2,-1,0,U,no
3648,36,3,S,S,no,0,no,no,C,13,aug,333,5,-1,0,U,no
3649,31,6,S,S,no,691,yes,no,C,8,may,198,1,-1,0,U,no
3650,41,3,M,T,no,771,yes,no,C,26,aug,106,8,-1,0,U,no
3651,30,5,S,S,no,192,no,no,C,22,jul,423,1,-1,0,U,no
3652,57,11,M,T,no,0,no,no,C,12,aug,116,4,-1,0,U,no
3653,29,8,S,S,no,1070,yes,no,U,19,may,30,1,357,1,O,yes
3654,29,2,D,S,no,84,yes,no,C,13,apr,1101,2,-1,0,U,yes
3655,30,3,S,T,no,2,no,no,C,16,jun,102,1,85,1,F,no
3656,44,3,M,T,no,1242,yes,no,C,6,aug,384,6,-1,0,U,no
3657,33,9,S,U,no,5969,no,no,C,4,sep,156,2,127,8,F,no
3658,56,8,D,S,no,3337,yes,no,T,17,nov,99,3,-1,0,U,no
3659,26,2,S,S,no,1347,no,no,T,18,jun,280,6,92,5,O,yes
3660,52,6,M,S,no,64,no,no,T,29,aug,20,2,-1,0,U,no
3661,32,3,S,S,no,249,yes,no,U,2,jun,258,1,-1,0,U,no
3662,36,6,S,S,no,0,no,no,C,29,aug,85,6,-1,0,U,no
3663,26,4,M,S,no,128,no,no,U,4,jul,355,1,-1,0,U,no
3664,37,4,M,S,no,196,yes,no,U,5,jun,66,3,-1,0,U,no
3665,34,6,M,S,no,351,yes,no,C,18,jul,467,1,-1,0,U,no
